"release","RD1-ADS","RD1-AIS","RD1-ACS","RD1-RCS","RD1-RIS","RD2-ADS","RD2-AIS","RD2-ACS","RD2-RCS","RD2-RIS","RD3-ADS","RD3-AIS","RD3-ACS","RD3-RCS","RD3-RIS","RD4-ADS","RD4-AIS","RD4-ACS","RD4-RCS","RD4-RIS","RD5-ADS","RD5-AIS","RD5-ACS","RD5-RCS","RD5-RIS","RD6-ADS","RD6-AIS","RD6-ACS","RD6-RCS","RD6-RIS","RD7-ADS","RD7-AIS","RD7-ACS","RD7-RCS","RD7-RIS","RD8-ADS","RD8-AIS","RD8-ACS","RD8-RCS","RD8-RIS","RD9-ADS","RD9-AIS","RD9-ACS","RD9-RCS","RD9-RIS","RD10-ADS","RD10-AIS","RD10-ACS","RD10-RCS","RD10-RIS","RD11-ADS","RD11-AIS","RD11-ACS","RD11-RCS","RD11-RIS","RD12-ADS","RD12-AIS","RD12-ACS","RD12-RCS","RD12-RIS","RD13-ADS","RD13-AIS","RD13-ACS","RD13-RCS","RD13-RIS","RD14-ADS","RD14-AIS","RD14-ACS","RD14-RCS","RD14-RIS","RD15-ADS","RD15-AIS","RD15-ACS","RD15-RCS","RD15-RIS","CPS1-ADS","CPS1-AIS","CPS1-ACS","CPS1-RCS","CPS1-RIS","REG-ADS","REG-AIS","REG-ACS","REG-RCS","REG-RIS","MSB-ADS","MSB-AIS","MSB-ACS","MSB-RCS","MSB-RIS","CFG-ADS","CFG-AIS","CFG-ACS","CFG-RCS","CFG-RIS","TRC-ADS","TRC-AIS","TRC-ACS","TRC-RCS","TRC-RIS","MSV1-ADS","MSV1-AIS","MSV1-ACS","MSV1-RCS","MSV1-RIS"
"11","3.0","1.0","3.0","0.14285714285714285","0.047619047619047616","4.0","0.0","0.0","0.19047619047619047","0.0","3.0","1.0","3.0","0.14285714285714285","0.047619047619047616","2.0","1.0","2.0","0.09523809523809523","0.047619047619047616","4.0","1.0","4.0","0.19047619047619047","0.047619047619047616","3.0","2.0","6.0","0.14285714285714285","0.09523809523809523","4.0","0.0","0.0","0.19047619047619047","0.0","2.0","5.0","10.0","0.09523809523809523","0.23809523809523808","4.0","2.0","8.0","0.19047619047619047","0.09523809523809523","5.0","1.0","5.0","0.23809523809523808","0.047619047619047616","2.0","2.0","4.0","0.09523809523809523","0.09523809523809523","3.0","1.0","3.0","0.14285714285714285","0.047619047619047616","3.0","0.0","0.0","0.14285714285714285","0.0","2.0","1.0","2.0","0.09523809523809523","0.047619047619047616","3.0","0.0","0.0","0.14285714285714285","0.0","5.0","0.0","0.0","0.23809523809523808","0.0","1.0","12.0","12.0","0.047619047619047616","0.5714285714285714","10.0","7.0","70.0","0.47619047619047616","0.3333333333333333","1.0","8.0","8.0","0.047619047619047616","0.38095238095238093","1.0","17.0","17.0","0.047619047619047616","0.8095238095238095","1.0","4.0","4.0","0.047619047619047616","0.19047619047619047"
"12","3.0","1.0","3.0","0.14285714285714285","0.047619047619047616","4.0","0.0","0.0","0.19047619047619047","0.0","3.0","1.0","3.0","0.14285714285714285","0.047619047619047616","2.0","1.0","2.0","0.09523809523809523","0.047619047619047616","4.0","1.0","4.0","0.19047619047619047","0.047619047619047616","3.0","2.0","6.0","0.14285714285714285","0.09523809523809523","4.0","0.0","0.0","0.19047619047619047","0.0","2.0","5.0","10.0","0.09523809523809523","0.23809523809523808","4.0","2.0","8.0","0.19047619047619047","0.09523809523809523","5.0","1.0","5.0","0.23809523809523808","0.047619047619047616","2.0","2.0","4.0","0.09523809523809523","0.09523809523809523","3.0","1.0","3.0","0.14285714285714285","0.047619047619047616","3.0","0.0","0.0","0.14285714285714285","0.0","2.0","1.0","2.0","0.09523809523809523","0.047619047619047616","3.0","0.0","0.0","0.14285714285714285","0.0","5.0","0.0","0.0","0.23809523809523808","0.0","1.0","12.0","12.0","0.047619047619047616","0.5714285714285714","10.0","7.0","70.0","0.47619047619047616","0.3333333333333333","1.0","8.0","8.0","0.047619047619047616","0.38095238095238093","1.0","17.0","17.0","0.047619047619047616","0.8095238095238095","1.0","4.0","4.0","0.047619047619047616","0.19047619047619047"
"13","3.0","1.0","3.0","0.14285714285714285","0.047619047619047616","4.0","0.0","0.0","0.19047619047619047","0.0","3.0","1.0","3.0","0.14285714285714285","0.047619047619047616","2.0","1.0","2.0","0.09523809523809523","0.047619047619047616","4.0","1.0","4.0","0.19047619047619047","0.047619047619047616","3.0","2.0","6.0","0.14285714285714285","0.09523809523809523","4.0","0.0","0.0","0.19047619047619047","0.0","2.0","5.0","10.0","0.09523809523809523","0.23809523809523808","4.0","2.0","8.0","0.19047619047619047","0.09523809523809523","5.0","1.0","5.0","0.23809523809523808","0.047619047619047616","2.0","2.0","4.0","0.09523809523809523","0.09523809523809523","3.0","1.0","3.0","0.14285714285714285","0.047619047619047616","3.0","0.0","0.0","0.14285714285714285","0.0","2.0","1.0","2.0","0.09523809523809523","0.047619047619047616","3.0","0.0","0.0","0.14285714285714285","0.0","5.0","0.0","0.0","0.23809523809523808","0.0","1.0","12.0","12.0","0.047619047619047616","0.5714285714285714","10.0","7.0","70.0","0.47619047619047616","0.3333333333333333","1.0","8.0","8.0","0.047619047619047616","0.38095238095238093","1.0","17.0","17.0","0.047619047619047616","0.8095238095238095","1.0","4.0","4.0","0.047619047619047616","0.19047619047619047"
"14","3.0","1.0","3.0","0.14285714285714285","0.047619047619047616","4.0","0.0","0.0","0.19047619047619047","0.0","3.0","1.0","3.0","0.14285714285714285","0.047619047619047616","2.0","1.0","2.0","0.09523809523809523","0.047619047619047616","4.0","1.0","4.0","0.19047619047619047","0.047619047619047616","3.0","2.0","6.0","0.14285714285714285","0.09523809523809523","4.0","0.0","0.0","0.19047619047619047","0.0","2.0","5.0","10.0","0.09523809523809523","0.23809523809523808","4.0","2.0","8.0","0.19047619047619047","0.09523809523809523","5.0","1.0","5.0","0.23809523809523808","0.047619047619047616","2.0","2.0","4.0","0.09523809523809523","0.09523809523809523","3.0","1.0","3.0","0.14285714285714285","0.047619047619047616","3.0","0.0","0.0","0.14285714285714285","0.0","2.0","1.0","2.0","0.09523809523809523","0.047619047619047616","3.0","0.0","0.0","0.14285714285714285","0.0","5.0","0.0","0.0","0.23809523809523808","0.0","1.0","12.0","12.0","0.047619047619047616","0.5714285714285714","10.0","7.0","70.0","0.47619047619047616","0.3333333333333333","1.0","8.0","8.0","0.047619047619047616","0.38095238095238093","1.0","17.0","17.0","0.047619047619047616","0.8095238095238095","1.0","4.0","4.0","0.047619047619047616","0.19047619047619047"
"15","3.0","1.0","3.0","0.14285714285714285","0.047619047619047616","4.0","0.0","0.0","0.19047619047619047","0.0","3.0","1.0","3.0","0.14285714285714285","0.047619047619047616","2.0","1.0","2.0","0.09523809523809523","0.047619047619047616","4.0","1.0","4.0","0.19047619047619047","0.047619047619047616","3.0","2.0","6.0","0.14285714285714285","0.09523809523809523","4.0","0.0","0.0","0.19047619047619047","0.0","2.0","5.0","10.0","0.09523809523809523","0.23809523809523808","4.0","2.0","8.0","0.19047619047619047","0.09523809523809523","5.0","1.0","5.0","0.23809523809523808","0.047619047619047616","2.0","2.0","4.0","0.09523809523809523","0.09523809523809523","3.0","1.0","3.0","0.14285714285714285","0.047619047619047616","3.0","0.0","0.0","0.14285714285714285","0.0","2.0","1.0","2.0","0.09523809523809523","0.047619047619047616","3.0","0.0","0.0","0.14285714285714285","0.0","5.0","0.0","0.0","0.23809523809523808","0.0","1.0","12.0","12.0","0.047619047619047616","0.5714285714285714","10.0","7.0","70.0","0.47619047619047616","0.3333333333333333","1.0","8.0","8.0","0.047619047619047616","0.38095238095238093","1.0","17.0","17.0","0.047619047619047616","0.8095238095238095","1.0","4.0","4.0","0.047619047619047616","0.19047619047619047"
"16","3.0","1.0","3.0","0.14285714285714285","0.047619047619047616","4.0","0.0","0.0","0.19047619047619047","0.0","3.0","1.0","3.0","0.14285714285714285","0.047619047619047616","2.0","1.0","2.0","0.09523809523809523","0.047619047619047616","4.0","1.0","4.0","0.19047619047619047","0.047619047619047616","3.0","2.0","6.0","0.14285714285714285","0.09523809523809523","4.0","0.0","0.0","0.19047619047619047","0.0","2.0","5.0","10.0","0.09523809523809523","0.23809523809523808","4.0","2.0","8.0","0.19047619047619047","0.09523809523809523","5.0","1.0","5.0","0.23809523809523808","0.047619047619047616","2.0","2.0","4.0","0.09523809523809523","0.09523809523809523","3.0","1.0","3.0","0.14285714285714285","0.047619047619047616","3.0","0.0","0.0","0.14285714285714285","0.0","2.0","1.0","2.0","0.09523809523809523","0.047619047619047616","3.0","0.0","0.0","0.14285714285714285","0.0","5.0","0.0","0.0","0.23809523809523808","0.0","1.0","12.0","12.0","0.047619047619047616","0.5714285714285714","10.0","7.0","70.0","0.47619047619047616","0.3333333333333333","1.0","8.0","8.0","0.047619047619047616","0.38095238095238093","1.0","17.0","17.0","0.047619047619047616","0.8095238095238095","1.0","4.0","4.0","0.047619047619047616","0.19047619047619047"
"17","3.0","1.0","3.0","0.14285714285714285","0.047619047619047616","4.0","0.0","0.0","0.19047619047619047","0.0","3.0","1.0","3.0","0.14285714285714285","0.047619047619047616","2.0","1.0","2.0","0.09523809523809523","0.047619047619047616","4.0","1.0","4.0","0.19047619047619047","0.047619047619047616","3.0","2.0","6.0","0.14285714285714285","0.09523809523809523","4.0","0.0","0.0","0.19047619047619047","0.0","2.0","5.0","10.0","0.09523809523809523","0.23809523809523808","4.0","2.0","8.0","0.19047619047619047","0.09523809523809523","5.0","1.0","5.0","0.23809523809523808","0.047619047619047616","2.0","2.0","4.0","0.09523809523809523","0.09523809523809523","3.0","1.0","3.0","0.14285714285714285","0.047619047619047616","3.0","0.0","0.0","0.14285714285714285","0.0","2.0","1.0","2.0","0.09523809523809523","0.047619047619047616","3.0","0.0","0.0","0.14285714285714285","0.0","5.0","0.0","0.0","0.23809523809523808","0.0","1.0","12.0","12.0","0.047619047619047616","0.5714285714285714","10.0","7.0","70.0","0.47619047619047616","0.3333333333333333","1.0","8.0","8.0","0.047619047619047616","0.38095238095238093","1.0","17.0","17.0","0.047619047619047616","0.8095238095238095","1.0","4.0","4.0","0.047619047619047616","0.19047619047619047"
"18","3.0","1.0","3.0","0.14285714285714285","0.047619047619047616","4.0","0.0","0.0","0.19047619047619047","0.0","3.0","1.0","3.0","0.14285714285714285","0.047619047619047616","2.0","1.0","2.0","0.09523809523809523","0.047619047619047616","4.0","1.0","4.0","0.19047619047619047","0.047619047619047616","3.0","2.0","6.0","0.14285714285714285","0.09523809523809523","4.0","0.0","0.0","0.19047619047619047","0.0","2.0","5.0","10.0","0.09523809523809523","0.23809523809523808","4.0","2.0","8.0","0.19047619047619047","0.09523809523809523","5.0","1.0","5.0","0.23809523809523808","0.047619047619047616","2.0","2.0","4.0","0.09523809523809523","0.09523809523809523","3.0","1.0","3.0","0.14285714285714285","0.047619047619047616","3.0","0.0","0.0","0.14285714285714285","0.0","2.0","1.0","2.0","0.09523809523809523","0.047619047619047616","3.0","0.0","0.0","0.14285714285714285","0.0","5.0","0.0","0.0","0.23809523809523808","0.0","1.0","12.0","12.0","0.047619047619047616","0.5714285714285714","10.0","7.0","70.0","0.47619047619047616","0.3333333333333333","1.0","8.0","8.0","0.047619047619047616","0.38095238095238093","1.0","17.0","17.0","0.047619047619047616","0.8095238095238095","1.0","4.0","4.0","0.047619047619047616","0.19047619047619047"
"19","3.0","1.0","3.0","0.14285714285714285","0.047619047619047616","4.0","0.0","0.0","0.19047619047619047","0.0","3.0","1.0","3.0","0.14285714285714285","0.047619047619047616","2.0","1.0","2.0","0.09523809523809523","0.047619047619047616","4.0","1.0","4.0","0.19047619047619047","0.047619047619047616","3.0","2.0","6.0","0.14285714285714285","0.09523809523809523","4.0","0.0","0.0","0.19047619047619047","0.0","2.0","5.0","10.0","0.09523809523809523","0.23809523809523808","4.0","2.0","8.0","0.19047619047619047","0.09523809523809523","5.0","1.0","5.0","0.23809523809523808","0.047619047619047616","2.0","2.0","4.0","0.09523809523809523","0.09523809523809523","3.0","1.0","3.0","0.14285714285714285","0.047619047619047616","3.0","0.0","0.0","0.14285714285714285","0.0","2.0","1.0","2.0","0.09523809523809523","0.047619047619047616","3.0","0.0","0.0","0.14285714285714285","0.0","5.0","0.0","0.0","0.23809523809523808","0.0","1.0","12.0","12.0","0.047619047619047616","0.5714285714285714","10.0","7.0","70.0","0.47619047619047616","0.3333333333333333","1.0","8.0","8.0","0.047619047619047616","0.38095238095238093","1.0","17.0","17.0","0.047619047619047616","0.8095238095238095","1.0","4.0","4.0","0.047619047619047616","0.19047619047619047"
"20","3.0","1.0","3.0","0.14285714285714285","0.047619047619047616","4.0","0.0","0.0","0.19047619047619047","0.0","3.0","1.0","3.0","0.14285714285714285","0.047619047619047616","2.0","1.0","2.0","0.09523809523809523","0.047619047619047616","4.0","1.0","4.0","0.19047619047619047","0.047619047619047616","3.0","2.0","6.0","0.14285714285714285","0.09523809523809523","4.0","0.0","0.0","0.19047619047619047","0.0","2.0","5.0","10.0","0.09523809523809523","0.23809523809523808","4.0","2.0","8.0","0.19047619047619047","0.09523809523809523","5.0","1.0","5.0","0.23809523809523808","0.047619047619047616","2.0","2.0","4.0","0.09523809523809523","0.09523809523809523","3.0","1.0","3.0","0.14285714285714285","0.047619047619047616","3.0","0.0","0.0","0.14285714285714285","0.0","2.0","1.0","2.0","0.09523809523809523","0.047619047619047616","3.0","0.0","0.0","0.14285714285714285","0.0","5.0","0.0","0.0","0.23809523809523808","0.0","1.0","12.0","12.0","0.047619047619047616","0.5714285714285714","10.0","7.0","70.0","0.47619047619047616","0.3333333333333333","1.0","8.0","8.0","0.047619047619047616","0.38095238095238093","1.0","17.0","17.0","0.047619047619047616","0.8095238095238095","1.0","4.0","4.0","0.047619047619047616","0.19047619047619047"
"21","3.0","1.0","3.0","0.14285714285714285","0.047619047619047616","4.0","0.0","0.0","0.19047619047619047","0.0","3.0","1.0","3.0","0.14285714285714285","0.047619047619047616","2.0","1.0","2.0","0.09523809523809523","0.047619047619047616","4.0","1.0","4.0","0.19047619047619047","0.047619047619047616","3.0","2.0","6.0","0.14285714285714285","0.09523809523809523","4.0","0.0","0.0","0.19047619047619047","0.0","2.0","5.0","10.0","0.09523809523809523","0.23809523809523808","4.0","2.0","8.0","0.19047619047619047","0.09523809523809523","5.0","1.0","5.0","0.23809523809523808","0.047619047619047616","2.0","2.0","4.0","0.09523809523809523","0.09523809523809523","3.0","1.0","3.0","0.14285714285714285","0.047619047619047616","3.0","0.0","0.0","0.14285714285714285","0.0","2.0","1.0","2.0","0.09523809523809523","0.047619047619047616","3.0","0.0","0.0","0.14285714285714285","0.0","5.0","0.0","0.0","0.23809523809523808","0.0","1.0","12.0","12.0","0.047619047619047616","0.5714285714285714","10.0","7.0","70.0","0.47619047619047616","0.3333333333333333","1.0","8.0","8.0","0.047619047619047616","0.38095238095238093","1.0","17.0","17.0","0.047619047619047616","0.8095238095238095","1.0","4.0","4.0","0.047619047619047616","0.19047619047619047"
